RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Alpelisib_0.31623_72hr	4206.17420319935	1629.08863713678	399.382533259087	539.40107806014	1128.86804718032	289.287125746684	940.577408018629	2162.7431112686	464.907599169788	331.14086767237	322.799098714184	222.586135061253	228.463500455604	2036.01276409841	635.538447706794	431.199850561911	486.96573990078	4802.6647406095	527.302774121697	3557.59875569505	5851.67715055179
Dasatinib_1_72hr	8889.05843147208	866.155956852792	365.788444162437	1677.39251142132	2566.03597081218	291.585385786802	5198.41153680203	2949.46080837563	604.836461928934	876.318112944162	405.524568527919	265.552465736041	229.829078680203	7436.78762436548	2751.64345431472	1084.1349251269	1120.36854187817	1478.43936167513	1019.94127918782	1710.76050761421	25321.1568083756
Vorinostat_0.1_72hr	5074.70873810611	2043.87354305543	420.456252853621	694.659084923751	1804.92513870879	377.674969226555	831.893556022281	2152.10446324537	477.146042827139	289.263571911241	307.459081910328	262.797983837092	282.575572550452	3746.02416929961	503.88991416309	422.043940096795	482.641052232673	4333.701602776	761.993019815542	4269.58293069126	4789.44950114145
Dasatinib_0.01_72hr	5123.11274176735	1493.58913338072	400.059904406539	595.088981047145	1532.90975953565	308.349953565506	941.196045249941	2226.06278085762	450.12874034589	355.32166939114	390.235581852642	228.251247808576	239.042070244018	2984.70573726605	695.083136223644	462.420005212035	514.667263918503	4579.65434245439	656.713288675669	3469.35079057095	6178.46689445629
Alpelisib_0.1_72hr	4717.22479685976	1550.92117758923	405.554386190755	488.890634386581	1155.50822800858	278.246804564073	788.107013555686	2328.17090871855	507.704096157597	297.65704778623	278.92685127755	217.636268870685	221.427187926663	2122.62977833041	568.14927706261	439.785923737078	486.661255217476	4492.94241369222	493.701571679345	3138.6073008582	5224.77371016189
Palbociclib_0.01_72hr	4001.24085959777	1567.44166773676	420.514867434614	471.017775092059	1512.0506865263	314.826855065622	736.352358039845	2251.36664356529	552.254001888396	328.769060334246	513.349675384761	232.292526768011	243.761530450382	2538.17671806251	579.72176555566	430.398922859031	499.104299405155	4745.47802898688	733.835838730998	3923.88063771126	5063.67690255878
Etoposide_0.01_72hr	2826.0111113879	1456.990013879	417.764796352313	453.582196975089	1823.42171485765	353.201248309609	815.244008362989	1889.18065418149	563.087147508897	326.801711743772	622.789054448399	254.689976512456	271.584518772242	2948.21813870107	571.149668950178	449.782562010676	506.587910498221	4583.76814003559	1191.45487411032	4336.84521895018	5405.18357482206
Paclitaxel_0.1_72hr	780.503578384798	243.315492874109	201.058059382423	321.616872921615	307.381840855107	199.703529691211	611.542789786223	560.731831353919	263.269465558195	201.859047505938	199.390357482185	205.017066508314	197.608529691211	784.660793349169	418.041211401425	366.091705463183	310.613295724466	298.324623515439	306.461188836104	299.251824228029	2085.06149287411
Etoposide_0.1_72hr	5981.14972737802	1325.38215810048	374.483272911539	795.703256551325	1512.91629781381	316.260231793832	918.851285362676	3663.77237671927	1184.04450065151	322.488498769364	462.522177645867	246.213302881135	272.584666425366	2357.3128668018	539.573184740119	481.08171362386	877.266881279861	5439.62137773273	728.894294773418	3605.67771174171	6066.36519748082
Paclitaxel_0.01_72hr	6128.20226132404	287.615804878049	235.129405923345	1528.80894599303	1543.94612543554	210.411101045296	2570.59422125436	4202.19459233449	979.388677700348	305.894371080139	244.401005226481	244.263421602787	211.777799651568	4505.98536236934	1324.81832404181	774.978135888502	572.753648083624	362.454505226481	568.03794076655	527.253282229965	14208.203533101
Vorinostat_1_72hr	5519.50772571253	1946.5478237818	374.967779650628	1346.28793380325	2271.08008335887	358.475832362856	1123.14980753907	1536.3724986209	1146.96571498621	353.45048574931	419.433212687711	397.785473184186	411.230778424762	4868.19310082746	672.927218817039	565.422546429666	1000.60495035244	2829.49056696292	983.24861844928	3950.74999509654	8414.41423230156
